state_name,parlimentary_constituency_name,assembly_constituency_name,nota_votes,candidate_name,party_name,votes_secured
Assam,Karimganj ,Algapur,710,SATYAJIT DAS,IND,397
Assam,Karimganj ,Algapur,710,HARILAL RABIDAS,IND,263
Assam,Silchar,Silchar,1085,RAJDEEP ROY,BJP,106904
Assam,Silchar,Silchar,1085,SUSHMITA DEV,INC,57968
Assam,Silchar,Silchar,1085,HITABRATA ROY,AITC,403
Assam,Silchar,Silchar,1085,NAZIA YASMIN MAZUMDAR,NPEP,691
Assam,Silchar,Silchar,1085,Badrul Islam Barbhuiya,AIFB,80
Assam,Silchar,Silchar,1085,Shyam Deo Kurmi,SUCI(C),209
Assam,Silchar,Silchar,1085,Ashitava Dutta,IND,92
Assam,Silchar,Silchar,1085,Ashutosh Bhattacharjee,IND,156
Assam,Silchar,Silchar,1085,Nazmul Haque Laskar,IND,206
Assam,Silchar,Silchar,1085,Puran Lal Goala,IND,127
Assam,Silchar,Silchar,1085,Mohendra Chandra Das,IND,164
Assam,Silchar,Silchar,1085,Shuvadip Datta,IND,192
Assam,Silchar,Silchar,1085,Sabindra Das,IND,400
Assam,Silchar,Sonai,1001,RAJDEEP ROY,BJP,56169
Assam,Silchar,Sonai,1001,SUSHMITA DEV,INC,75924
Assam,Silchar,Sonai,1001,HITABRATA ROY,AITC,564
Assam,Silchar,Sonai,1001,NAZIA YASMIN MAZUMDAR,NPEP,661
Assam,Silchar,Sonai,1001,Badrul Islam Barbhuiya,AIFB,122
Assam,Silchar,Sonai,1001,Shyam Deo Kurmi,SUCI(C),133
Assam,Silchar,Sonai,1001,Ashitava Dutta,IND,88
Assam,Silchar,Sonai,1001,Ashutosh Bhattacharjee,IND,159
Assam,Silchar,Sonai,1001,Nazmul Haque Laskar,IND,217
Assam,Silchar,Sonai,1001,Puran Lal Goala,IND,222
Assam,Silchar,Sonai,1001,Mohendra Chandra Das,IND,258
Assam,Silchar,Sonai,1001,Shuvadip Datta,IND,225
Assam,Silchar,Sonai,1001,Sabindra Das,IND,693
Assam,Silchar,Dholai,1700,RAJDEEP ROY,BJP,82416
Assam,Silchar,Dholai,1700,SUSHMITA DEV,INC,51836
Assam,Silchar,Dholai,1700,HITABRATA ROY,AITC,746
Assam,Silchar,Dholai,1700,NAZIA YASMIN MAZUMDAR,NPEP,405
Assam,Silchar,Dholai,1700,Badrul Islam Barbhuiya,AIFB,139
Assam,Silchar,Dholai,1700,Shyam Deo Kurmi,SUCI(C),359
Assam,Silchar,Dholai,1700,Ashitava Dutta,IND,179
Assam,Silchar,Dholai,1700,Ashutosh Bhattacharjee,IND,371
Assam,Silchar,Dholai,1700,Nazmul Haque Laskar,IND,397
Assam,Silchar,Dholai,1700,Puran Lal Goala,IND,301
Assam,Silchar,Dholai,1700,Mohendra Chandra Das,IND,336
Assam,Silchar,Dholai,1700,Shuvadip Datta,IND,296
Assam,Silchar,Dholai,1700,Sabindra Das,IND,642
Assam,Silchar,Udharbond,1439,RAJDEEP ROY,BJP,68033
Assam,Silchar,Udharbond,1439,SUSHMITA DEV,INC,50389
Assam,Silchar,Udharbond,1439,HITABRATA ROY,AITC,428
Assam,Silchar,Udharbond,1439,NAZIA YASMIN MAZUMDAR,NPEP,420
Assam,Silchar,Udharbond,1439,Badrul Islam Barbhuiya,AIFB,137
Assam,Silchar,Udharbond,1439,Shyam Deo Kurmi,SUCI(C),101
Assam,Silchar,Udharbond,1439,Ashitava Dutta,IND,104
Assam,Silchar,Udharbond,1439,Ashutosh Bhattacharjee,IND,212
Assam,Silchar,Udharbond,1439,Nazmul Haque Laskar,IND,285
Assam,Silchar,Udharbond,1439,Puran Lal Goala,IND,211
Assam,Silchar,Udharbond,1439,Mohendra Chandra Das,IND,242
Assam,Silchar,Udharbond,1439,Shuvadip Datta,IND,222
Assam,Silchar,Udharbond,1439,Sabindra Das,IND,650
Assam,Silchar,Lakhipur,1339,RAJDEEP ROY,BJP,61216
Assam,Silchar,Lakhipur,1339,SUSHMITA DEV,INC,49745
Assam,Silchar,Lakhipur,1339,HITABRATA ROY,AITC,466
Assam,Silchar,Lakhipur,1339,NAZIA YASMIN MAZUMDAR,NPEP,636
Assam,Silchar,Lakhipur,1339,Badrul Islam Barbhuiya,AIFB,104
Assam,Silchar,Lakhipur,1339,Shyam Deo Kurmi,SUCI(C),107
Assam,Silchar,Lakhipur,1339,Ashitava Dutta,IND,102
Assam,Silchar,Lakhipur,1339,Ashutosh Bhattacharjee,IND,208
Assam,Silchar,Lakhipur,1339,Nazmul Haque Laskar,IND,270
Assam,Silchar,Lakhipur,1339,Puran Lal Goala,IND,187
Assam,Silchar,Lakhipur,1339,Mohendra Chandra Das,IND,232
Assam,Silchar,Lakhipur,1339,Shuvadip Datta,IND,207
Assam,Silchar,Lakhipur,1339,Sabindra Das,IND,590
Assam,Silchar,Barkhola,859,RAJDEEP ROY,BJP,54354
Assam,Silchar,Barkhola,859,SUSHMITA DEV,INC,56844
Assam,Silchar,Barkhola,859,HITABRATA ROY,AITC,367
Assam,Silchar,Barkhola,859,NAZIA YASMIN MAZUMDAR,NPEP,1428
Assam,Silchar,Barkhola,859,Badrul Islam Barbhuiya,AIFB,135
Assam,Silchar,Barkhola,859,Shyam Deo Kurmi,SUCI(C),84
Assam,Silchar,Barkhola,859,Ashitava Dutta,IND,98
Assam,Silchar,Barkhola,859,Ashutosh Bhattacharjee,IND,170
Assam,Silchar,Barkhola,859,Nazmul Haque Laskar,IND,189
Assam,Silchar,Barkhola,859,Puran Lal Goala,IND,203
Assam,Silchar,Barkhola,859,Mohendra Chandra Das,IND,209
Assam,Silchar,Barkhola,859,Shuvadip Datta,IND,174
Assam,Silchar,Barkhola,859,Sabindra Das,IND,474
Assam,Silchar,Katigorah,1102,RAJDEEP ROY,BJP,67143
Assam,Silchar,Katigorah,1102,SUSHMITA DEV,INC,73527
Assam,Silchar,Katigorah,1102,HITABRATA ROY,AITC,524
Assam,Silchar,Katigorah,1102,NAZIA YASMIN MAZUMDAR,NPEP,1409
Assam,Silchar,Katigorah,1102,Badrul Islam Barbhuiya,AIFB,112
Assam,Silchar,Katigorah,1102,Shyam Deo Kurmi,SUCI(C),88
Assam,Silchar,Katigorah,1102,Ashitava Dutta,IND,145
Assam,Silchar,Katigorah,1102,Ashutosh Bhattacharjee,IND,227
Assam,Silchar,Katigorah,1102,Nazmul Haque Laskar,IND,252
Assam,Silchar,Katigorah,1102,Puran Lal Goala,IND,208
Assam,Silchar,Katigorah,1102,Mohendra Chandra Das,IND,211
Assam,Silchar,Katigorah,1102,Shuvadip Datta,IND,216
Assam,Silchar,Katigorah,1102,Sabindra Das,IND,532
Assam,Autonomous District,Haflong ,820,BIREN SINGH ENGTI,INC,28618
Assam,Autonomous District,Haflong ,820,HOREN SING BEY,BJP,73165
Assam,Autonomous District,Haflong ,820,LIENKHOCHON,NPEP,1677
Assam,Autonomous District,Haflong ,820,HOLIRAM TERANG,ASDC,1004
Assam,Autonomous District,Haflong ,820,JONES INGTI KATHAR,IND,1433
Assam,Autonomous District,Bokajan,1789,BIREN SINGH ENGTI,INC,36244
Assam,Autonomous District,Bokajan,1789,HOREN SING BEY,BJP,55996
Assam,Autonomous District,Bokajan,1789,LIENKHOCHON,NPEP,2752
Assam,Autonomous District,Bokajan,1789,HOLIRAM TERANG,ASDC,4057
Assam,Autonomous District,Bokajan,1789,JONES INGTI KATHAR,IND,11192
Assam,Autonomous District,Howraghat,1333,BIREN SINGH ENGTI,INC,21508
Assam,Autonomous District,Howraghat,1333,HOREN SING BEY,BJP,63837
Assam,Autonomous District,Howraghat,1333,LIENKHOCHON,NPEP,946
Assam,Autonomous District,Howraghat,1333,HOLIRAM TERANG,ASDC,7265
Assam,Autonomous District,Howraghat,1333,JONES INGTI KATHAR,IND,4529
Assam,Autonomous District,Diphu,2453,BIREN SINGH ENGTI,INC,26592
Assam,Autonomous District,Diphu,2453,HOREN SING BEY,BJP,84943
Assam,Autonomous District,Diphu,2453,LIENKHOCHON,NPEP,2937
Assam,Autonomous District,Diphu,2453,HOLIRAM TERANG,ASDC,11562
Assam,Autonomous District,Diphu,2453,JONES INGTI KATHAR,IND,13225
Assam,Autonomous District,Baithalangso,1765,BIREN SINGH ENGTI,INC,28382
Assam,Autonomous District,Baithalangso,1765,HOREN SING BEY,BJP,102242
Assam,Autonomous District,Baithalangso,1765,LIENKHOCHON,NPEP,1608
Assam,Autonomous District,Baithalangso,1765,HOLIRAM TERANG,ASDC,12952
Assam,Autonomous District,Baithalangso,1765,JONES INGTI KATHAR,IND,9046
Assam,Dhubri,Mankachar ,757,ABU TAHER BEPARI,INC,53481
Assam,Dhubri,Mankachar ,757,ZABED ISLAM,AGP,37057
Assam,Dhubri,Mankachar ,757,NURUL ISLAM CHOUDHURY,AITC,1314
Assam,Dhubri,Mankachar ,757,BADRUDDIN AJMAL,AIUDF,95399
Assam,Dhubri,Mankachar ,757,ALAKESH ROY,HND,836
Assam,Dhubri,Mankachar ,757,SURAT JAMAN MONDAL,SUCI(C),590
Assam,Dhubri,Mankachar ,757,ZOHIRUL ISLAM KHAN,PUJP,373
Assam,Dhubri,Mankachar ,757,NRIPEN DAS,BNJD,200
Assam,Dhubri,Mankachar ,757,MEHBUBAR RAHMAN,RPI(A),506
Assam,Dhubri,Mankachar ,757,SHAJAHAN SHEIKH,VPI,574
Assam,Dhubri,Mankachar ,757,ANAMIKA SARKAR,IND,413
Assam,Dhubri,Mankachar ,757,UTTAM KUMAR RAY,IND,299
Assam,Dhubri,Mankachar ,757,MIR HUSSAIN SARKAR,IND,385
Assam,Dhubri,Mankachar ,757,RUKUNUR ZAMAN,IND,418
Assam,Dhubri,Mankachar ,757,SHUKUR ALI,IND,762
Assam,Dhubri,Salmara South,485,ABU TAHER BEPARI,INC,48024
Assam,Dhubri,Salmara South,485,ZABED ISLAM,AGP,4373
Assam,Dhubri,Salmara South,485,NURUL ISLAM CHOUDHURY,AITC,1138
Assam,Dhubri,Salmara South,485,BADRUDDIN AJMAL,AIUDF,106881
Assam,Dhubri,Salmara South,485,ALAKESH ROY,HND,680
Assam,Dhubri,Salmara South,485,SURAT JAMAN MONDAL,SUCI(C),673
Assam,Dhubri,Salmara South,485,ZOHIRUL ISLAM KHAN,PUJP,206
Assam,Dhubri,Salmara South,485,NRIPEN DAS,BNJD,114
Assam,Dhubri,Salmara South,485,MEHBUBAR RAHMAN,RPI(A),287
Assam,Dhubri,Salmara South,485,SHAJAHAN SHEIKH,VPI,499
Assam,Dhubri,Salmara South,485,ANAMIKA SARKAR,IND,162
Assam,Dhubri,Salmara South,485,UTTAM KUMAR RAY,IND,162
Assam,Dhubri,Salmara South,485,MIR HUSSAIN SARKAR,IND,311
Assam,Dhubri,Salmara South,485,RUKUNUR ZAMAN,IND,298
Assam,Dhubri,Salmara South,485,SHUKUR ALI,IND,663
Assam,Dhubri,Dhubri,947,ABU TAHER BEPARI,INC,45367
Assam,Dhubri,Dhubri,947,ZABED ISLAM,AGP,37997
Assam,Dhubri,Dhubri,947,NURUL ISLAM CHOUDHURY,AITC,1272
Assam,Dhubri,Dhubri,947,BADRUDDIN AJMAL,AIUDF,77957
Assam,Dhubri,Dhubri,947,ALAKESH ROY,HND,789
Assam,Dhubri,Dhubri,947,SURAT JAMAN MONDAL,SUCI(C),144
Assam,Dhubri,Dhubri,947,ZOHIRUL ISLAM KHAN,PUJP,213
Assam,Dhubri,Dhubri,947,NRIPEN DAS,BNJD,137
Assam,Dhubri,Dhubri,947,MEHBUBAR RAHMAN,RPI(A),302
Assam,Dhubri,Dhubri,947,SHAJAHAN SHEIKH,VPI,579
Assam,Dhubri,Dhubri,947,ANAMIKA SARKAR,IND,361
Assam,Dhubri,Dhubri,947,UTTAM KUMAR RAY,IND,264
Assam,Dhubri,Dhubri,947,MIR HUSSAIN SARKAR,IND,423
Assam,Dhubri,Dhubri,947,RUKUNUR ZAMAN,IND,300
Assam,Dhubri,Dhubri,947,SHUKUR ALI,IND,666
Assam,Dhubri,Gauripur,1079,ABU TAHER BEPARI,INC,38622
Assam,Dhubri,Gauripur,1079,ZABED ISLAM,AGP,52832
Assam,Dhubri,Gauripur,1079,NURUL ISLAM CHOUDHURY,AITC,1595
Assam,Dhubri,Gauripur,1079,BADRUDDIN AJMAL,AIUDF,74811
Assam,Dhubri,Gauripur,1079,ALAKESH ROY,HND,1054
Assam,Dhubri,Gauripur,1079,SURAT JAMAN MONDAL,SUCI(C),650
Assam,Dhubri,Gauripur,1079,ZOHIRUL ISLAM KHAN,PUJP,362
Assam,Dhubri,Gauripur,1079,NRIPEN DAS,BNJD,265
Assam,Dhubri,Gauripur,1079,MEHBUBAR RAHMAN,RPI(A),573
Assam,Dhubri,Gauripur,1079,SHAJAHAN SHEIKH,VPI,599
Assam,Dhubri,Gauripur,1079,ANAMIKA SARKAR,IND,919
Assam,Dhubri,Gauripur,1079,UTTAM KUMAR RAY,IND,533
Assam,Dhubri,Gauripur,1079,MIR HUSSAIN SARKAR,IND,744
Assam,Dhubri,Gauripur,1079,RUKUNUR ZAMAN,IND,679
Assam,Dhubri,Gauripur,1079,SHUKUR ALI,IND,1373
Assam,Dhubri,Golakganj,1078,ABU TAHER BEPARI,INC,61058
Assam,Dhubri,Golakganj,1078,ZABED ISLAM,AGP,71852
Assam,Dhubri,Golakganj,1078,NURUL ISLAM CHOUDHURY,AITC,1360
Assam,Dhubri,Golakganj,1078,BADRUDDIN AJMAL,AIUDF,35123
Assam,Dhubri,Golakganj,1078,ALAKESH ROY,HND,529
Assam,Dhubri,Golakganj,1078,SURAT JAMAN MONDAL,SUCI(C),160
Assam,Dhubri,Golakganj,1078,ZOHIRUL ISLAM KHAN,PUJP,187
Assam,Dhubri,Golakganj,1078,NRIPEN DAS,BNJD,126
Assam,Dhubri,Golakganj,1078,MEHBUBAR RAHMAN,RPI(A),453
Assam,Dhubri,Golakganj,1078,SHAJAHAN SHEIKH,VPI,415
Assam,Dhubri,Golakganj,1078,ANAMIKA SARKAR,IND,872
Assam,Dhubri,Golakganj,1078,UTTAM KUMAR RAY,IND,304
Assam,Dhubri,Golakganj,1078,MIR HUSSAIN SARKAR,IND,303
Assam,Dhubri,Golakganj,1078,RUKUNUR ZAMAN,IND,397
Assam,Dhubri,Golakganj,1078,SHUKUR ALI,IND,717
Assam,Dhubri,BILASIPARA WEST,773,ABU TAHER BEPARI,INC,52175
Assam,Dhubri,BILASIPARA WEST,773,ZABED ISLAM,AGP,23277
Assam,Dhubri,BILASIPARA WEST,773,NURUL ISLAM CHOUDHURY,AITC,901
Assam,Dhubri,BILASIPARA WEST,773,BADRUDDIN AJMAL,AIUDF,69683
Assam,Dhubri,BILASIPARA WEST,773,ALAKESH ROY,HND,669
Assam,Dhubri,BILASIPARA WEST,773,SURAT JAMAN MONDAL,SUCI(C),249
Assam,Dhubri,BILASIPARA WEST,773,ZOHIRUL ISLAM KHAN,PUJP,299
Assam,Dhubri,BILASIPARA WEST,773,NRIPEN DAS,BNJD,187
Assam,Dhubri,BILASIPARA WEST,773,MEHBUBAR RAHMAN,RPI(A),377
Assam,Dhubri,BILASIPARA WEST,773,SHAJAHAN SHEIKH,VPI,526
Assam,Dhubri,BILASIPARA WEST,773,ANAMIKA SARKAR,IND,417
Assam,Dhubri,BILASIPARA WEST,773,UTTAM KUMAR RAY,IND,324
Assam,Dhubri,BILASIPARA WEST,773,MIR HUSSAIN SARKAR,IND,350
Assam,Dhubri,BILASIPARA WEST,773,RUKUNUR ZAMAN,IND,395
Assam,Dhubri,BILASIPARA WEST,773,SHUKUR ALI,IND,630
Assam,Dhubri,BILASIPARA EAST,1263,ABU TAHER BEPARI,INC,53662
Assam,Dhubri,BILASIPARA EAST,1263,ZABED ISLAM,AGP,58590
Assam,Dhubri,BILASIPARA EAST,1263,NURUL ISLAM CHOUDHURY,AITC,1564
Assam,Dhubri,BILASIPARA EAST,1263,BADRUDDIN AJMAL,AIUDF,63221
Assam,Dhubri,BILASIPARA EAST,1263,ALAKESH ROY,HND,823
Assam,Dhubri,BILASIPARA EAST,1263,SURAT JAMAN MONDAL,SUCI(C),529
Assam,Dhubri,BILASIPARA EAST,1263,ZOHIRUL ISLAM KHAN,PUJP,345
Assam,Dhubri,BILASIPARA EAST,1263,NRIPEN DAS,BNJD,240
Assam,Dhubri,BILASIPARA EAST,1263,MEHBUBAR RAHMAN,RPI(A),572
Assam,Dhubri,BILASIPARA EAST,1263,SHAJAHAN SHEIKH,VPI,685
Assam,Dhubri,BILASIPARA EAST,1263,ANAMIKA SARKAR,IND,972
Assam,Dhubri,BILASIPARA EAST,1263,UTTAM KUMAR RAY,IND,595
Assam,Dhubri,BILASIPARA EAST,1263,MIR HUSSAIN SARKAR,IND,435
Assam,Dhubri,BILASIPARA EAST,1263,RUKUNUR ZAMAN,IND,658
Assam,Dhubri,BILASIPARA EAST,1263,SHUKUR ALI,IND,1046
Assam,Dhubri,Goalpara East,1181,ABU TAHER BEPARI,INC,59899
Assam,Dhubri,Goalpara East,1181,ZABED ISLAM,AGP,60075
Assam,Dhubri,Goalpara East,1181,NURUL ISLAM CHOUDHURY,AITC,1816
Assam,Dhubri,Goalpara East,1181,BADRUDDIN AJMAL,AIUDF,52557
Assam,Dhubri,Goalpara East,1181,ALAKESH ROY,HND,784
Assam,Dhubri,Goalpara East,1181,SURAT JAMAN MONDAL,SUCI(C),243
Assam,Dhubri,Goalpara East,1181,ZOHIRUL ISLAM KHAN,PUJP,303
Assam,Dhubri,Goalpara East,1181,NRIPEN DAS,BNJD,325
Assam,Dhubri,Goalpara East,1181,MEHBUBAR RAHMAN,RPI(A),505
Assam,Dhubri,Goalpara East,1181,SHAJAHAN SHEIKH,VPI,485
Assam,Dhubri,Goalpara East,1181,ANAMIKA SARKAR,IND,660
Assam,Dhubri,Goalpara East,1181,UTTAM KUMAR RAY,IND,329
Assam,Dhubri,Goalpara East,1181,MIR HUSSAIN SARKAR,IND,459
Assam,Dhubri,Goalpara East,1181,RUKUNUR ZAMAN,IND,516
Assam,Dhubri,Goalpara East,1181,SHUKUR ALI,IND,739
Assam,Dhubri,Goalpara West,724,ABU TAHER BEPARI,INC,37363
Assam,Dhubri,Goalpara West,724,ZABED ISLAM,AGP,37802
Assam,Dhubri,Goalpara West,724,NURUL ISLAM CHOUDHURY,AITC,1011
Assam,Dhubri,Goalpara West,724,BADRUDDIN AJMAL,AIUDF,65103
Assam,Dhubri,Goalpara West,724,ALAKESH ROY,HND,783
Assam,Dhubri,Goalpara West,724,SURAT JAMAN MONDAL,SUCI(C),661
Assam,Dhubri,Goalpara West,724,ZOHIRUL ISLAM KHAN,PUJP,243
Assam,Dhubri,Goalpara West,724,NRIPEN DAS,BNJD,198
Assam,Dhubri,Goalpara West,724,MEHBUBAR RAHMAN,RPI(A),372
Assam,Dhubri,Goalpara West,724,SHAJAHAN SHEIKH,VPI,621
Assam,Dhubri,Goalpara West,724,ANAMIKA SARKAR,IND,477
Assam,Dhubri,Goalpara West,724,UTTAM KUMAR RAY,IND,270
Assam,Dhubri,Goalpara West,724,MIR HUSSAIN SARKAR,IND,342
Assam,Dhubri,Goalpara West,724,RUKUNUR ZAMAN,IND,403
Assam,Dhubri,Goalpara West,724,SHUKUR ALI,IND,557
Assam,Dhubri,Jaleswar,676,ABU TAHER BEPARI,INC,42435
Assam,Dhubri,Jaleswar,676,ZABED ISLAM,AGP,14915
Assam,Dhubri,Jaleswar,676,NURUL ISLAM CHOUDHURY,AITC,894
Assam,Dhubri,Jaleswar,676,BADRUDDIN AJMAL,AIUDF,77396
Assam,Dhubri,Jaleswar,676,ALAKESH ROY,HND,770
Assam,Dhubri,Jaleswar,676,SURAT JAMAN MONDAL,SUCI(C),405
Assam,Dhubri,Jaleswar,676,ZOHIRUL ISLAM KHAN,PUJP,315
Assam,Dhubri,Jaleswar,676,NRIPEN DAS,BNJD,116
Assam,Dhubri,Jaleswar,676,MEHBUBAR RAHMAN,RPI(A),302
Assam,Dhubri,Jaleswar,676,SHAJAHAN SHEIKH,VPI,642
Assam,Dhubri,Jaleswar,676,ANAMIKA SARKAR,IND,313
Assam,Dhubri,Jaleswar,676,UTTAM KUMAR RAY,IND,210
Assam,Dhubri,Jaleswar,676,MIR HUSSAIN SARKAR,IND,386
Assam,Dhubri,Jaleswar,676,RUKUNUR ZAMAN,IND,329
Assam,Dhubri,Jaleswar,676,SHUKUR ALI,IND,612
Assam,Kokrajhar,Gossaigaon,1696,Pramila Rani Brahma,BOPF,36969
Assam,Kokrajhar,Gossaigaon,1696,Biraj Deka,CPIM,1148
Assam,Kokrajhar,Gossaigaon,1696,Sabda Ram Rabha,INC,19146
Assam,Kokrajhar,Gossaigaon,1696,Urkhao Gwra Brahma,UPPL,32993
Assam,Kokrajhar,Gossaigaon,1696,Charan Iswary,PUJP,1071
Assam,Kokrajhar,Gossaigaon,1696,Rajesh Narzary,VPI,1594
Assam,Kokrajhar,Gossaigaon,1696,Naba Kumar Sarania,IND,57405
Assam,Kokrajhar,Gossaigaon,1696,Prasanjit Kumar Das,IND,1032
Assam,Kokrajhar,Gossaigaon,1696,Ranjoy Kr. Brahma,IND,1010
Assam,Kokrajhar,Kokrajhar West,1541,Pramila Rani Brahma,BOPF,41626
Assam,Kokrajhar,Kokrajhar West,1541,Biraj Deka,CPIM,1071
Assam,Kokrajhar,Kokrajhar West,1541,Sabda Ram Rabha,INC,4632
Assam,Kokrajhar,Kokrajhar West,1541,Urkhao Gwra Brahma,UPPL,28522
Assam,Kokrajhar,Kokrajhar West,1541,Charan Iswary,PUJP,865
Assam,Kokrajhar,Kokrajhar West,1541,Rajesh Narzary,VPI,1224
Assam,Kokrajhar,Kokrajhar West,1541,Naba Kumar Sarania,IND,72015
Assam,Kokrajhar,Kokrajhar West,1541,Prasanjit Kumar Das,IND,847
Assam,Kokrajhar,Kokrajhar West,1541,Ranjoy Kr. Brahma,IND,897
Assam,Kokrajhar,Kokrajhar East,1892,Pramila Rani Brahma,BOPF,50300
Assam,Kokrajhar,Kokrajhar East,1892,Biraj Deka,CPIM,1595
Assam,Kokrajhar,Kokrajhar East,1892,Sabda Ram Rabha,INC,2846
Assam,Kokrajhar,Kokrajhar East,1892,Urkhao Gwra Brahma,UPPL,47912
Assam,Kokrajhar,Kokrajhar East,1892,Charan Iswary,PUJP,977
Assam,Kokrajhar,Kokrajhar East,1892,Rajesh Narzary,VPI,1302
Assam,Kokrajhar,Kokrajhar East,1892,Naba Kumar Sarania,IND,39289
Assam,Kokrajhar,Kokrajhar East,1892,Prasanjit Kumar Das,IND,1034
Assam,Kokrajhar,Kokrajhar East,1892,Ranjoy Kr. Brahma,IND,1449
Assam,Kokrajhar,Sidli ,2324,Pramila Rani Brahma,BOPF,47055
Assam,Kokrajhar,Sidli ,2324,Biraj Deka,CPIM,1100
Assam,Kokrajhar,Sidli ,2324,Sabda Ram Rabha,INC,2352
Assam,Kokrajhar,Sidli ,2324,Urkhao Gwra Brahma,UPPL,52174
Assam,Kokrajhar,Sidli ,2324,Charan Iswary,PUJP,1180
Assam,Kokrajhar,Sidli ,2324,Rajesh Narzary,VPI,1541
Assam,Kokrajhar,Sidli ,2324,Naba Kumar Sarania,IND,57804
Assam,Kokrajhar,Sidli ,2324,Prasanjit Kumar Das,IND,1297
Assam,Kokrajhar,Sidli ,2324,Ranjoy Kr. Brahma,IND,1485
Assam,Kokrajhar,Bijni,1248,Pramila Rani Brahma,BOPF,37608
Assam,Kokrajhar,Bijni,1248,Biraj Deka,CPIM,3436
Assam,Kokrajhar,Bijni,1248,Sabda Ram Rabha,INC,3838
Assam,Kokrajhar,Bijni,1248,Urkhao Gwra Brahma,UPPL,23598
Assam,Kokrajhar,Bijni,1248,Charan Iswary,PUJP,879
Assam,Kokrajhar,Bijni,1248,Rajesh Narzary,VPI,952
Assam,Kokrajhar,Bijni,1248,Naba Kumar Sarania,IND,59430
Assam,Kokrajhar,Bijni,1248,Prasanjit Kumar Das,IND,816
Assam,Kokrajhar,Bijni,1248,Ranjoy Kr. Brahma,IND,811
Assam,Kokrajhar,Sorbhog,1473,Pramila Rani Brahma,BOPF,66434
Assam,Kokrajhar,Sorbhog,1473,Biraj Deka,CPIM,12585
Assam,Kokrajhar,Sorbhog,1473,Sabda Ram Rabha,INC,57917
Assam,Kokrajhar,Sorbhog,1473,Urkhao Gwra Brahma,UPPL,13965
Assam,Kokrajhar,Sorbhog,1473,Charan Iswary,PUJP,796
Assam,Kokrajhar,Sorbhog,1473,Rajesh Narzary,VPI,1337
Assam,Kokrajhar,Sorbhog,1473,Naba Kumar Sarania,IND,26758
Assam,Kokrajhar,Sorbhog,1473,Prasanjit Kumar Das,IND,911
Assam,Kokrajhar,Sorbhog,1473,Ranjoy Kr. Brahma,IND,835
Assam,Kokrajhar,Bhabanipur,1054,Pramila Rani Brahma,BOPF,37551
Assam,Kokrajhar,Bhabanipur,1054,Biraj Deka,CPIM,1885
Assam,Kokrajhar,Bhabanipur,1054,Sabda Ram Rabha,INC,34152
Assam,Kokrajhar,Bhabanipur,1054,Urkhao Gwra Brahma,UPPL,20092
Assam,Kokrajhar,Bhabanipur,1054,Charan Iswary,PUJP,689
Assam,Kokrajhar,Bhabanipur,1054,Rajesh Narzary,VPI,1030
Assam,Kokrajhar,Bhabanipur,1054,Naba Kumar Sarania,IND,19470
Assam,Kokrajhar,Bhabanipur,1054,Prasanjit Kumar Das,IND,628
Assam,Kokrajhar,Bhabanipur,1054,Ranjoy Kr. Brahma,IND,776
Assam,Kokrajhar,Tamulpur,1884,Pramila Rani Brahma,BOPF,52495
Assam,Kokrajhar,Tamulpur,1884,Biraj Deka,CPIM,1659
Assam,Kokrajhar,Tamulpur,1884,Sabda Ram Rabha,INC,9161
Assam,Kokrajhar,Tamulpur,1884,Urkhao Gwra Brahma,UPPL,30245
Assam,Kokrajhar,Tamulpur,1884,Charan Iswary,PUJP,1259
Assam,Kokrajhar,Tamulpur,1884,Rajesh Narzary,VPI,1981
Assam,Kokrajhar,Tamulpur,1884,Naba Kumar Sarania,IND,59636
Assam,Kokrajhar,Tamulpur,1884,Prasanjit Kumar Das,IND,1392
Assam,Kokrajhar,Tamulpur,1884,Ranjoy Kr. Brahma,IND,1306
Assam,Kokrajhar,Barama,1438,Pramila Rani Brahma,BOPF,42012
Assam,Kokrajhar,Barama,1438,Biraj Deka,CPIM,2413
Assam,Kokrajhar,Barama,1438,Sabda Ram Rabha,INC,10003
Assam,Kokrajhar,Barama,1438,Urkhao Gwra Brahma,UPPL,25838
Assam,Kokrajhar,Barama,1438,Charan Iswary,PUJP,971
Assam,Kokrajhar,Barama,1438,Rajesh Narzary,VPI,1327
Assam,Kokrajhar,Barama,1438,Naba Kumar Sarania,IND,41049
Assam,Kokrajhar,Barama,1438,Prasanjit Kumar Das,IND,1011
Assam,Kokrajhar,Barama,1438,Ranjoy Kr. Brahma,IND,1126
Assam,Kokrajhar,Chapaguri,1317,Pramila Rani Brahma,BOPF,31360
Assam,Kokrajhar,Chapaguri,1317,Biraj Deka,CPIM,912
Assam,Kokrajhar,Chapaguri,1317,Sabda Ram Rabha,INC,2204
Assam,Kokrajhar,Chapaguri,1317,Urkhao Gwra Brahma,UPPL,34397
Assam,Kokrajhar,Chapaguri,1317,Charan Iswary,PUJP,832
Assam,Kokrajhar,Chapaguri,1317,Rajesh Narzary,VPI,1578
Assam,Kokrajhar,Chapaguri,1317,Naba Kumar Sarania,IND,49700
Assam,Kokrajhar,Chapaguri,1317,Prasanjit Kumar Das,IND,854
Assam,Kokrajhar,Chapaguri,1317,Ranjoy Kr. Brahma,IND,1038
Assam,Barpeta,Bongaigaon,2126,Abdul Khaleque,INC,31804
